Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
178,tt1307858,2018-04-14,2018-04-14,,All About Evil,https://www.imdb.com/title/tt1307858/,movie,6.1,98,2010,"Comedy, Horror",1914,2010-05-01,Joshua Grannell
179,tt1512685,2018-04-14,2018-04-14,,Los ojos de Julia,https://www.imdb.com/title/tt1512685/,movie,6.7,118,2010,"Horror, Mystery, Thriller",36941,2010-09-11,Guillem Morales
180,tt1629377,2018-04-14,2018-04-14,,Secuestrados,https://www.imdb.com/title/tt1629377/,movie,6.4,85,2010,"Action, Horror, Thriller",8315,2010-09-25,Miguel Ángel Vivas
181,tt1464580,2018-04-14,2018-04-14,,Stake Land,https://www.imdb.com/title/tt1464580/,movie,6.4,98,2010,"Drama, Horror, Sci-Fi",43764,2010-09-17,Jim Mickle
182,tt1401143,2018-04-14,2018-04-14,,Rare Exports,https://www.imdb.com/title/tt1401143/,movie,6.6,84,2010,"Adventure, Fantasy, Horror",30881,2010-08-07,Jalmari Helander
183,tt1465505,2018-04-14,2018-04-14,,Red White & Blue,https://www.imdb.com/title/tt1465505/,movie,6.3,104,2010,"Drama, Thriller",6078,2010-01-29,Simon Rumley
184,tt1572491,2021-10-24,2021-10-24,,Balada triste de trompeta,https://www.imdb.com/title/tt1572491/,movie,6.5,107,2010,"Comedy, Drama, Horror",15031,2010-09-07,Álex de la Iglesia
185,tt1426352,2018-04-14,2018-04-14,,Amer,https://www.imdb.com/title/tt1426352/,movie,6.1,90,2009,"Drama, Horror, Mystery, Thriller",6504,2009-09-23,"Hélène Cattet, Bruno Forzani"
186,tt0870984,2018-04-14,2018-04-14,,Antichrist,https://www.imdb.com/title/tt0870984/,movie,6.5,108,2009,"Drama, Horror, Thriller",133809,2009-05-18,Lars von Trier
187,tt0762073,2018-04-14,2018-04-14,,Bakjwi,https://www.imdb.com/title/tt0762073/,movie,7.1,134,2009,"Drama, Fantasy, Horror, Romance",50419,2009-04-30,Park Chan-wook
188,tt1278340,2018-04-14,2018-04-14,,Død snø,https://www.imdb.com/title/tt1278340/,movie,6.3,92,2009,"Comedy, Fantasy, Horror",69268,2009-01-09,Tommy Wirkola
189,tt1127180,2018-04-14,2018-04-14,,Drag Me to Hell,https://www.imdb.com/title/tt1127180/,movie,6.6,99,2009,Horror,214401,2009-03-15,Sam Raimi
190,tt1187064,2022-04-18,2022-04-18,,Triangle,https://www.imdb.com/title/tt1187064/,movie,6.9,99,2009,"Fantasy, Mystery, Sci-Fi, Thriller",126064,2009-08-27,Christopher Smith
191,tt1288645,2018-04-14,2018-04-14,,Pintu Terlarang,https://www.imdb.com/title/tt1288645/,movie,6.6,115,2009,"Horror, Mystery, Thriller",2611,2009-01-22,Joko Anwar
192,tt1316536,2018-04-14,2018-04-14,,The Loved Ones,https://www.imdb.com/title/tt1316536/,movie,6.6,84,2009,"Crime, Horror",43337,2009-09-13,Sean Byrne
193,tt1156398,2018-04-14,2018-04-14,,Zombieland,https://www.imdb.com/title/tt1156398/,movie,7.6,88,2009,"Action, Comedy, Horror",608055,2009-09-25,Ruben Fleischer
194,tt1379182,2018-07-10,2018-07-10,,Kynodontas,https://www.imdb.com/title/tt1379182/,movie,7.2,97,2009,"Drama, Thriller",104389,2009-05-18,Yorgos Lanthimos
195,tt1220214,2018-08-10,2018-08-10,,Heartless,https://www.imdb.com/title/tt1220214/,movie,5.9,114,2009,"Drama, Fantasy, Horror",10311,2009-08-31,Philip Ridley
196,tt1190539,2018-04-14,2018-04-14,,Chugyeokja,https://www.imdb.com/title/tt1190539/,movie,7.8,125,2008,"Action, Crime, Drama, Thriller",70994,2008-02-14,Na Hong-jin
